20230208	17:37:06	e8e2924a-25df-4e00-9198-ab59aacea30d	MongoNetworkError: connection 5 to 16.163.47.126:27017 closed	GET	/users	undefined
20230210	14:02:05	e52fdb7f-5df4-400c-ae30-efee0f38e7e7	MongoNetworkError: connection 5 to 16.163.47.126:27017 closed	GET	/users	undefined
20230213	15:23:16	50fe422c-026e-4207-8658-72339e5681fe	Error: Not alowed by Cors	OPTIONS	/	https://ant.design
20230213	15:23:16	146126ef-6189-4dcc-a256-5146bcddb4ba	Error: Not alowed by Cors	GET	/	https://ant.design
20230427	21:27:46	3d98d6a7-950e-404c-9612-74594994f9d9	SyntaxError: Unexpected token } in JSON at position 63	POST	/auth/login	undefined
20230427	21:49:30	fcc104d5-b2ff-4ce4-b58e-1cf9d30fa8d8	SyntaxError: Unexpected token } in JSON at position 101	POST	/users	undefined
20230427	21:49:43	60a6a947-8821-421c-af39-bcaa076d4fc9	SyntaxError: Unexpected token } in JSON at position 86	POST	/users	undefined
20230427	21:52:40	6f5730e1-bb71-4067-9c46-2c19b9ec785d	SyntaxError: Unexpected token } in JSON at position 86	POST	/users	undefined
20230427	21:53:41	93ce887d-0c22-48a4-b519-83ae9e860b88	SyntaxError: Unexpected token } in JSON at position 88	POST	/users	undefined
20230502	16:57:52	35e95183-824e-4447-832c-04c2f065f59f	SyntaxError: Unexpected token } in JSON at position 65	POST	/login	undefined
20230506	09:52:18	85203ec4-8398-4913-afee-3c6531ef7443	SyntaxError: Unexpected token n in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:52:31	22c73e30-e5a1-49b5-826b-80eff6023856	SyntaxError: Unexpected token n in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:52:31	ac9521f8-57c0-4b7b-a178-288ba29c5e9d	SyntaxError: Unexpected token n in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:53:19	fe8432c7-d384-4cbe-bbcc-4660e8496896	SyntaxError: Unexpected token n in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:53:28	4240b894-b49f-4f08-8acd-6279c87a07cd	SyntaxError: Unexpected token n in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:53:28	3b602506-d58e-4825-aa5d-2ecae0b0093a	SyntaxError: Unexpected token n in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:55:44	2c26b290-6a4b-4756-b7f8-79f1ebdd2645	SyntaxError: Unexpected token " in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:55:55	015ff176-068a-4d97-8851-4ee8a477a0a7	SyntaxError: Unexpected token " in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:56:14	eb908121-0304-4358-a270-2a28338b9a1a	SyntaxError: Unexpected token " in JSON at position 0	POST	/users/	http://localhost:3000
20230506	09:56:14	a7b3aa21-ef2f-4c20-856b-ce0387081727	SyntaxError: Unexpected token " in JSON at position 0	POST	/users/	http://localhost:3000
